titulo;tamanho;links;categorias;;;;;;;;;;;
;;;;Transporte de Exploração para Todo Terreno;4483;45;2;;;;;;;
;;;;Trandoshano;4487;94;3;;;;;;;
;;;;Conflito em Gorse;4491;52;1;;;;;;;
;;;;Guerras Clônicas Capítulo 16;4492;54;1;;;;;;;
;;;;Mos Espa;4499;53;1;;;;;;;
;;;;;;;;Garazeb Orrelios;4502;46;3;;;
;;;;;;;;Kenobi (romance);4503;30;2;;;
;;;;;;;;Piloto do tanque de assalto e combate Imperial;4505;31;2;;;
;;;;;;;;Submundo de Coruscant;4506;31;0;;;
;;;;;;;;The Clone Wars: Terceira Temporada;4507;94;1;;;
;;;;;;;;Caça de superioridade aérea experimental TIE/sk x1;4507;28;3;;;
;;;;;;;;Fulminatrix;4510;42;2;;;
;;;;;;;;Cerco de Inyusu Tor;4511;28;1;;;
;;;;;;;;Nute Gunray;4526;61;5;;;
;;;;;;;;Enric Pryde;4537;49;3;;;
;;;;;;;;A Armadilha do Inquisidor;4540;68;1;;;
;;;;;;;;Knox;4553;55;4;;;
;;;;;;;;Guerras Clônicas Capítulo 8;4559;43;1;;;
;;;;;;;;Rogue Um (grupo);4583;47;1;;;
;;;;;;;;Karbin;4589;59;1;;;
;;;;;;;;Ello Asty;4606;48;3;;;
;;;;;;;;Voss Parck;4613;43;4;;;
;;;;;;;;Dróide assassino série IG;4616;45;0;;;
;;;;;;;;Star Wars 4: Skywalker Ataca_ Parte IV;4617;82;1;;;
;;;;;;;;Interceptador RZ-1 A-wing;4620;52;6;;;
;;;;;;;;Clone Wars (desambiguação);4622;40;1;;;
;;;;;;;;Cruzador classe Gozanti;4627;33;1;;;
;;;;;;;;Senciência;4633;49;3;;;
;;;;;;;;Depa Billaba;4651;70;6;;;
;;;;;;;;Império e Rebelião: O Fio da Navalha;4668;29;1;;;
;;;;;;;;Casa real de Alderaan;4670;56;2;;;
;;;;;;;;Senado Galáctico da Nova República;4672;51;1;;;
;;;;;;;;Lado sombrio da Força;4679;45;2;;;
;;;;;;;;Eriadu;4679;67;4;;;
;;;;;;;;Perseguição à Malevolência;4690;44;2;;;
;;;;;;;;Alien Anthology;4712;121;1;;;
;;;;;;;;1978;4714;90;1;;;
;;;;;;;;Treinamento remoto Marksman-H;4716;58;2;;;
;;;;;;;;The Clone Wars: Primeira Temporada;4734;98;1;;;
;;;;;;;;4 DBY;4742;82;1;;;
;;;;;;;;Guarda Real do Imperador;4753;65;1;;;
;;;;;;;;Estrela da Morte II;4768;40;1;;;
;;;;;;;;Couraçado;4773;59;1;;;
;;;;;;;;Tallissan Lintra;4780;51;4;;;
;;;;;;;;Star Wars: Cavaleiros da Antiga República: O Começo;4789;55;1;;;
;;;;;;;;Garven Dreis;4798;69;3;;;
;;;;;;;;Marvel Star Wars 6: Será Este o Último Capítulo?;4821;88;1;;;
;;;;;;;;Fazenda Lars;4824;39;0;;;
;;;;;;;;Caça TIE Avançado x1;4834;56;1;;;
;;;;;;;;Droide astromecânico série R1;4843;70;3;;;
;;;;;;;;Star Wars: The Force Unleashed II;4850;35;3;;;
;;;;;;;;Galeria de imagens de Boba Fett;4852;63;1;;;
;;;;;;;;Lançadeira T-3c classe Delta;4868;38;3;;;
;;;;;;;;Canhão de raios;4870;38;1;;;
;;;;;;;;Dróide Sonda Víbora;4881;52;0;;;
;;;;;;;;Tatooine Manhunt;4898;61;2;;;
;;;;;;;;Willrow Hood;4912;63;2;;;
;;;;;;;;Inquisidores;4928;59;3;;;
;;;;;;;;Caça auxiliar da Série VCX;4945;28;1;;;
;;;;;;;;Cin Drallig;4951;64;4;;;
;;;;;;;;Tynnra Pamlo;4960;52;6;;;
;;;;;;;;Espaço real;4969;74;1;;;
;;;;;;;;Batalha do Ponto de Encontro Delta-Três;4970;56;1;;;
;;;;;;;;Everi Chalis;4972;57;3;;;
;;;;;;;;Batalha de Coruscant;4977;65;0;;;
;;;;;;;;Série YT;4980;79;3;;;
;;;;;;;;D'Qar;4982;61;1;;;
;;;;;;;;Enfys Nest;4995;33;3;;;
;;;;;;;;Star Wars: União 3;4999;96;1;;;
;;;;;;;;Star Wars: Princesa Leia;5004;41;1;;;
;;;;;;;;Supremo Chanceler;5008;41;3;;;
;;;;;;;;Yaddle;5014;59;4;;;
;;;;;;;;Pesquisa de Armas Avançadas;5020;67;1;;;
;;;;;;;;Baze Malbus;5024;42;6;;;
;;;;;;;;Império e Rebelião: Honra Entre Ladrões;5035;26;1;;;
;;;;;;;;Sentinela (Contingência);5038;58;1;;;
;;;;;;;;Planeta natal;5038;47;1;;;
;;;;;;;;Phanton;5038;31;0;;;
;;;;;;;;Arihnda Pryce;5042;47;5;;;
;;;;;;;;Guerras Clônicas Capítulo 9;5044;46;1;;;
;;;;;;;;The Rise of Kylo Ren 1;5059;44;0;;;
;;;;;;;;Pilotos da Resistência;5061;77;1;;;
;;;;;;;;Darth Plagueis;5063;52;4;;;
;;;;;;;;Pyke;5071;58;2;;;
;;;;;;;;Star Wars 1: Skywalker Ataca;5079;82;1;;;
;;;;;;;;Lordes dos Sith;5082;114;1;;;
;;;;;;;;Star Wars (2020) 1;5093;118;1;;;
;;;;;;;;Mon Mothma;5102;72;7;;;
;;;;;;;;Marvel Star Wars 8: Os Oito Campeões de Aduba-3;5126;90;1;;;
;;;;;;;;Caça estelar/embarcação de apoio UT-60D U-wing;5126;24;2;;;
;;;;;;;;Talzin;5134;57;3;;;
;;;;;;;;Cruzador Estelar;5136;68;1;;;
;;;;;;;;Glee Anselm;5172;68;2;;;
;;;;;;;;Neimoidiano;5186;39;1;;;
;;;;;;;;Caça T-70 X-wing;5192;54;1;;;
;;;;;;;;Sebulba;5192;36;4;;;
;;;;;;;;Sombras do Império (quadrinhos);5223;111;2;;;
;;;;;;;;Caçada do Ryloth Livre aos Sith;5240;48;1;;;
;;;;;;;;Tholotiano;5241;53;1;;;
;;;;;;;;Gallius Rax;5270;72;3;;;
;;;;;;;;Star Wars: Dark Times 19: Fora da Escuridão_ Parte 2;5276;90;1;;;
;;;;;;;;Billy Dee Williams;5290;48;2;;;
;;;;;;;;Jango Fett;5295;61;3;;;
;;;;;;;;Extensão Gordiana;5298;68;1;;;
;;;;;;;;Operação Lua Amarela;5321;54;1;;;
;;;;;;;;Cornelius Evazan;5324;42;7;;;
;;;;;;;;Unidade R5;5328;54;3;;;
;;;;;;;;Equipe de Assalto Jedi;5332;88;1;;;
;;;;;;;;Daisy Ridley;5336;28;1;;;
;;;;;;;;Fire Across the Galaxy;5352;35;1;;;
;;;;;;;;Guarda Pretoriana;5357;32;0;;;
;;;;;;;;Lançadeira T-4a classe Lambda;5384;72;2;;;
;;;;;;;;Aayla Secura;5396;70;4;;;
;;;;;;;;Lucasfilm Ltd.;5404;90;1;;;
;;;;;;;;A Arma de um Jedi: Uma Aventura de Luke Skywalker;5409;49;2;;;
;;;;;;;;Mandalore;5410;54;3;;;
;;;;;;;;Roubo na Cidade Capital;5417;42;0;;;
;;;;;;;;Armitage Hux;5418;63;4;;;
;;;;;;;;Planta;5446;78;1;;;
;;;;;;;;The Machine in the Ghost;5448;49;1;;;
;;;;;;;;HoloNet News;5449;40;2;;;
;;;;;;;;BB-9E;5451;56;2;;;
;;;;;;;;Invasão de Naboo;5466;67;2;;;
;;;;;;;;Star Wars Legends (Panini);5471;96;1;;;
;;;;;;;;Dagobah;5503;50;2;;;
;;;;;;;;Sistema Lothal;5523;44;2;;;
;;;;;;;;Fortaleza Estelar MG-100;5523;43;3;;;
;;;;;;;;Star Wars: Galactic Atlas;5528;189;2;;;
;;;;;;;;Ordem Final;5535;50;3;;;
;;;;;;;;Star Wars: Rebelião 1: Meu Irmão_ Meu Inimigo_ Parte 1;5558;88;1;;;
;;;;;;;;Saga Star Wars;5566;63;3;;;
;;;;;;;;Sabre de luz de Ahsoka Tano;5605;50;1;;;
;;;;;;;;Carasynthia Dune;5608;28;6;;;
;;;;;;;;Darksaber (romance);5654;51;1;;;
;;;;;;;;Portão do Escudo;5664;47;1;;;
;;;;;;;;Zabrak;5665;94;2;;;
;;;;;;;;Sabre de luz de Yoda;5671;60;1;;;
;;;;;;;;Forças Armadas da Resistência;5676;103;0;;;
;;;;;;;;Jawa;5681;59;3;;;
;;;;;;;;Guerras Clônicas Capítulo 3;5693;78;1;;;
;;;;;;;;Água;5701;77;2;;;
;;;;;;;;Base da Resistência;5706;84;1;;;
;;;;;;;;Charles Soule;5709;43;1;;;
;;;;;;;;Exército Droide Separatista;5715;49;1;;;
;;;;;;;;Sombras do Império (galeria de arte);5721;73;2;;;
;;;;;;;;Lekku;5722;54;3;;;
;;;;;;;;Página principal;5736;16;1;;;
;;;;;;;;Kaleesh;5750;56;2;;;
;;;;;;;;Anthony Daniels;5767;76;4;;;
;;;;;;;;Bill Slavicsek;5769;90;2;;;
;;;;;;;;Sabres de luz brancos de Ahsoka Tano;5782;48;2;;;
;;;;;;;;Lanever Villecham;5805;81;3;;;
;;;;;;;;Matt Lanter;5812;59;5;;;
;;;;;;;;Thrawn (romance);5842;127;1;;;
;;;;;;;;Corveta Martelo;5844;50;4;;;
;;;;;;;;Beskar;5884;42;1;;;
;;;;;;;;Funeral de Han Solo;5889;34;1;;;
;;;;;;;;Sistema Tatoo;5898;64;2;;;
;;;;;;;;Star Wars Rebels: Quarta Temporada;5900;49;2;;;
;;;;;;;;Phasma;5910;54;3;;;
;;;;;;;;Legacy of the Force: Invincible;5931;50;1;;;
;;;;;;;;Jar Jar Binks;5949;79;4;;;
;;;;;;;;Star Wars 8 (Dark Horse);5954;111;0;;;
;;;;;;;;Executor;5961;74;2;;;
;;;;;;;;Ciena Ree;5996;74;7;;;
;;;;;;;;Star Wars 5: À Sombra de Yavin_ Parte 5;6011;89;0;;;
;;;;;;;;Senado Galáctico;6023;43;1;;;
;;;;;;;;Cargueiro classe Lucrehulk;6031;58;0;;;
;;;;;;;;Star Wars 6: À Sombra de Yavin_ Parte 6;6034;104;0;;;
;;;;;;;;Hoth;6046;58;2;;;
;;;;;;;;Ilum;6048;81;5;;;
;;;;;;;;Star Wars: Legacy: Ruptura_ Parte 1;6066;107;1;;;
;;;;;;;;Alvo em Movimento: Uma Aventura da Princesa Leia;6067;134;2;;;
;;;;;;;;Nautolano;6070;62;1;;;
;;;;;;;;The Clone Wars: Segunda Temporada;6073;101;1;;;
;;;;;;;;Piloto de Caça TIE;6081;82;0;;;
;;;;;;;;Millennium Falcon;6085;75;4;;;
;;;;;;;;Star Wars: Battlefront;6122;39;5;;;
;;;;;;;;Satine Kryze;6145;39;4;;;
;;;;;;;;Wilhuff Tarkin;6167;72;5;;;
;;;;;;;;Bib Fortuna;6177;88;5;;;
;;;;;;;;Raio Trator;6177;62;1;;;
;;;;;;;;Finalizador (classe Resurgente);6181;60;2;;;
;;;;;;;;Código Jedi;6184;51;1;;;
;;;;;;;;Mitth'raw'nuruodo;6185;50;4;;;
;;;;;;;;Jan Dodonna;6217;69;4;;;
;;;;;;;;Corporação de Caças Imperiais;6223;85;0;;;
;;;;;;;;Insígnia de comando Rebelde;6224;65;3;;;
;;;;;;;;Corveta;6241;78;1;;;
;;;;;;;;Kedpin Shoklop;6262;35;1;;;
;;;;;;;;Fate of the Jedi;6277;62;1;;;
;;;;;;;;Mundos do Núcleo;6298;79;1;;;
;;;;;;;;Marvel Star Wars 7: Novos Planetas_ Novos Perigos;6311;100;1;;;
;;;;;;;;Star Wars 3: À Sombra de Yavin_ Parte 3;6312;105;1;;;
;;;;;;;;Rebel Resolve;6313;38;1;;;
;;;;;;;;Estrelas Perdidas;6367;155;2;;;
;;;;;;;;Lightsaber Lost;6372;59;1;;;
;;;;;;;;Montral;6373;60;2;;;
;;;;;;;;LEGO Star Wars: The Video Game;6383;100;4;;;
;;;;;;;;Federação de Comércio;6387;59;3;;;
;;;;;;;;Abel G. Peña;6448;87;3;;;
;;;;;;;;Comandante clone;6448;60;2;;;
;;;;;;;;Ataque do Ryloth Livre ao Destróier Perigo;6449;58;1;;;
;;;;;;;;Star Wars: Dark Times 20: Fora da Escuridão_ Parte 3;6465;117;1;;;
;;;;;;;;Grievous;6477;73;6;;;
;;;;;;;;J.J. Abrams;6488;17;2;;;
;;;;;;;;L3-37;6495;31;3;;;
;;;;;;;;Papanoida;6509;55;4;;;
;;;;;;;;Torpedo de prótons;6511;67;2;;;
;;;;;;;;Star Wars: Dark Times 18: Fora da Escuridão_ Parte 1;6521;115;1;;;
;;;;;;;;Dróide assassino;6521;89;0;;;
;;;;;;;;Sexto Irmão;6522;45;5;;;
;;;;;;;;Senador;6528;65;4;;;
;;;;;;;;Série R4;6529;81;1;;;
;;;;;;;;Setor Arkanis;6542;73;1;;;
;;;;;;;;Star Wars (Marvel 2020);6554;43;1;;;
;;;;;;;;Destróier Estelar classe Venator;6558;50;3;;;
;;;;;;;;Missão para roubar armas Imperiais;6568;62;1;;;
;;;;;;;;Monster;6577;64;1;;;
;;;;;;;;Star Wars: Mace Windu – Jedi da República;6584;41;1;;;
;;;;;;;;Espécie de Yoda;6594;55;1;;;
;;;;;;;;Conselho Rebelde;6595;71;0;;;
;;;;;;;;Linha do tempo da história galáctica;6596;116;1;;;
;;;;;;;;Death Trap;6600;61;1;;;
;;;;;;;;Evil Plans;6625;78;1;;;
;;;;;;;;Lançadeira de carga classe Zeta;6633;57;2;;;
;;;;;;;;Stormtrooper de defesa costeira;6641;40;1;;;
;;;;;;;;Grão-Mestre Jedi;6643;71;1;;;
;;;;;;;;Owen Lars;6659;55;4;;;
;;;;;;;;Sétima Irmã;6672;73;5;;;
;;;;;;;;Star Wars (Dark Horse);6687;114;1;;;
;;;;;;;;Star Wars: Knights of the Old Republic;6708;76;4;;;
;;;;;;;;Darkness on Umbara;6727;58;1;;;
;;;;;;;;The Lost Commanders;6742;63;1;;;
;;;;;;;;Star Wars 7: À Sombra de Yavin_ Parte 7;6750;119;0;;;
;;;;;;;;Destróier Estelar classe Imperial;6768;73;1;;;
;;;;;;;;K-2SO;6768;43;3;;;
;;;;;;;;Sombras do Império in Action Figures;6773;60;2;;;
;;;;;;;;Agen Kolar;6810;83;3;;;
;;;;;;;;Fragata;6818;80;1;;;
;;;;;;;;Assassin;6829;67;1;;;
;;;;;;;;Boba Fett;6866;83;6;;;
;;;;;;;;Nerf;6870;83;2;;;
;;;;;;;;Kamino;6890;67;4;;;
;;;;;;;;Oitavo Irmão;6897;50;4;;;
;;;;;;;;Governador;6910;74;1;;;
;;;;;;;;Sistema Coruscant;6926;84;2;;;
;;;;;;;;Corporação Corelliana de Engenharia;6935;91;3;;;
;;;;;;;;Droide astromecânico série-C1;6965;62;1;;;
;;;;;;;;Nova República;6980;69;1;;;
;;;;;;;;Prisoners;6985;82;1;;;
;;;;;;;;Relics of the Old Republic;6988;58;1;;;
;;;;;;;;Setor Lothal;6992;49;1;;;
;;;;;;;;Couraçado Estelar classe Executor;6999;70;2;;;
;;;;;;;;Bombardeiro/caça estelar de ataque Y-wing BTL-A4;7034;77;3;;;
;;;;;;;;Imperador Galáctico;7060;90;3;;;
;;;;;;;;Timothy Zahn;7063;116;4;;;
;;;;;;;;Star Wars (Ediouro);7067;118;1;;;
;;;;;;;;Star Wars: Galactic Battlegrounds;7069;62;3;;;
;;;;;;;;The Lost One;7124;70;1;;;
;;;;;;;;Fragata classe Pelta;7127;14;1;;;
;;;;;;;;Umbarano;7140;60;3;;;
;;;;;;;;Monarquia;7148;51;1;;;
;;;;;;;;Kathleen Kennedy;7150;28;2;;;
;;;;;;;;Destiny;7151;40;1;;;
;;;;;;;;Batalha de Christophsis;7161;53;3;;;
;;;;;;;;Transporte Blindado para Todo Terreno;7191;85;4;;;
;;;;;;;;Star Wars 1: À Sombra de Yavin_ Parte 1;7197;113;1;;;
;;;;;;;;Guerras Clônicas Capítulo 2;7211;106;1;;;
;;;;;;;;Cad Bane;7214;36;4;;;
;;;;;;;;Pasaana;7227;72;2;;;
;;;;;;;;Sucateiro;7244;105;2;;;
;;;;;;;;Cargueiro leve VCX-100;7244;54;1;;;
;;;;;;;;LEGO Star Wars: As Aventuras dos Freemaker;7258;37;2;;;
;;;;;;;;Hunt for Ziro;7297;77;1;;;
;;;;;;;;Canhoneira;7311;68;4;;;
;;;;;;;;Gathering Forces;7331;65;1;;;
;;;;;;;;A Missão do Contrabandista: Uma Aventura de Han Solo e Chewbacca;7334;144;2;;;
;;;;;;;;Setor Corusca;7356;88;1;;;
;;;;;;;;The Mandalore Plot;7357;65;1;;;
;;;;;;;;Frota da Resistência;7360;115;1;;;
;;;;;;;;Era do Império;7372;92;1;;;
;;;;;;;;Bo-Katan Kryze;7390;77;4;;;
;;;;;;;;Lorde Sombrio dos Sith;7395;97;1;;;
;;;;;;;;Tauntaun;7397;68;1;;;
;;;;;;;;Cidade Capital;7406;72;1;;;
;;;;;;;;Nightsisters (episódio);7468;76;1;;;
;;;;;;;;Clone Cadets;7483;58;2;;;
;;;;;;;;Armadura clone fase I;7541;58;2;;;
;;;;;;;;Sarlacc;7564;92;1;;;
;;;;;;;;Tales of the Jedi: The Fall of the Sith Empire;7568;133;1;;;
;;;;;;;;Jedi iniciado;7572;78;1;;;
;;;;;;;;Grão Moff;7576;91;2;;;
;;;;;;;;Star Wars Rebels: Terceira Temporada;7583;69;2;;;
;;;;;;;;Planos da Estrela da Morte;7596;77;1;;;
;;;;;;;;Star Wars: Guerras Clônicas;7599;90;2;;;
;;;;;;;;Call to Action;7599;55;1;;;
;;;;;;;;Arena Petranaki;7606;83;2;;;
;;;;;;;;Star Wars: The Old Republic;7609;62;5;;;
;;;;;;;;Corruption;7631;62;1;;;
;;;;;;;;Série de filmes Star Wars sem título;7633;43;1;;;
;;;;;;;;Base Starkiller;7645;53;6;;;
;;;;;;;;Darth Bane: Path of Destruction;7659;179;1;;;
;;;;;;;;Bounty Hunters (episódio);7692;59;1;;;
;;;;;;;;Cidade das Nuvens;7703;85;1;;;
;;;;;;;;Guerras Clônicas Capítulo 22;7716;90;1;;;
;;;;;;;;Senate Spy;7721;49;1;;;
;;;;;;;;Lorde Sith;7732;66;2;;;
;;;;;;;;Gungan Attack;7743;94;1;;;
;;;;;;;;Star Wars 4: À Sombra de Yavin_ Parte 4;7762;128;0;;;
;;;;;;;;Porg;7774;42;3;;;
;;;;;;;;Wookiee Hunt;7778;74;1;;;
;;;;;;;;Rebelião em Akiva;7817;87;1;;;
;;;;;;;;Star Wars: Obsessão;7831;151;1;;;
;;;;;;;;A Sunny Day in the Void;7831;54;1;;;
;;;;;;;;Tom Kane;7860;142;1;;;
;;;;;;;;Vision of Hope;7866;48;1;;;
;;;;;;;;Water War;7872;82;1;;;
;;;;;;;;The Deserter;7873;63;1;;;
;;;;;;;;Jakku;7875;99;1;;;
;;;;;;;;The Clone Wars: Quarta Temporada;7877;125;1;;;
;;;;;;;;Xexto;7912;82;2;;;
;;;;;;;;Padawan Lost;7915;72;1;;;
;;;;;;;;Star Wars: Knights of the Old Republic II: The Sith Lords;7917;78;4;;;
;;;;;;;;4B-EG-6;7918;104;3;;;
;;;;;;;;Voyage of Temptation;7966;79;1;;;
;;;;;;;;Guerras Clônicas Capítulo 24;7973;52;1;;;
;;;;;;;;Star Wars 2: À Sombra de Yavin_ Parte 2;7974;140;0;;;
;;;;;;;;Conspiracy;7983;81;1;;;
;;;;;;;;2013;7990;136;2;;;
;;;;;;;;Pantorano;7995;85;3;;;
;;;;;;;;Harrison Ford;8016;33;5;;;
;;;;;;;;Landing at Point Rain;8019;58;1;;;
;;;;;;;;4 de Maio;8031;76;2;;;
;;;;;;;;Fighter Flight;8038;58;1;;;
;;;;;;;;Orders;8044;67;1;;;
;;;;;;;;Mercy Mission;8046;58;1;;;
;;;;;;;;Del Rey;8049;130;1;;;
;;;;;;;;Tatooine;8076;86;3;;;
;;;;;;;;Escape from Kadavo;8077;78;1;;;
;;;;;;;;A galáxia;8093;96;1;;;
;;;;;;;;Cataclismo de Hosnian;8107;101;1;;;
;;;;;;;;Supply Lines;8131;78;1;;;
;;;;;;;;Slaves of the Republic;8133;74;1;;;
;;;;;;;;Lethal Trackdown;8141;68;1;;;
;;;;;;;;34 DBY;8144;157;1;;;
;;;;;;;;Sphere of Influence;8158;95;1;;;
;;;;;;;;Guerras Clônicas Capítulo 23;8161;89;1;;;
;;;;;;;;Guerras Clônicas Capítulo 20;8162;87;1;;;
;;;;;;;;Holocron Heist;8182;74;1;;;
;;;;;;;;Guerra Primeira Ordem–Resistência;8188;92;3;;;
;;;;;;;;O Escolhido;8191;81;3;;;
;;;;;;;;Guerras Clônicas Capítulo 25;8195;70;1;;;
;;;;;;;;Batalha da Base Starkiller;8217;65;1;;;
;;;;;;;;Queda da República;8230;76;0;;;
;;;;;;;;Kidnapped;8264;80;1;;;
;;;;;;;;Alto Conselho Jedi;8264;83;2;;;
;;;;;;;;Voices;8274;59;1;;;
;;;;;;;;Missing in Action;8282;50;1;;;
;;;;;;;;Complexo de segurança Imperial;8319;83;2;;;
;;;;;;;;Grievous Intrigue;8325;50;1;;;
;;;;;;;;Mandaloriano;8331;89;3;;;
;;;;;;;;Brothers of the Broken Horn;8372;53;1;;;
;;;;;;;;A Força;8393;82;1;;;
;;;;;;;;Guerra fria;8400;115;4;;;
;;;;;;;;Firmus Piett;8410;69;4;;;
;;;;;;;;Theed;8413;84;3;;;
;;;;;;;;Gungan;8420;92;0;;;
;;;;;;;;Cidade Galáctica;8431;101;2;;;
;;;;;;;;Chewbacca;8470;124;9;;;
;;;;;;;;The Disappeared_ Part I;8477;56;1;;;
;;;;;;;;Droide cirurgião 2-1B;8484;105;3;;;
;;;;;;;;The General;8487;52;1;;;
;;;;;;;;Battlefront: Companhia do Crepúsculo;8491;228;1;;;
;;;;;;;;Weequay;8507;92;0;;;
;;;;;;;;Star Wars (Marvel 2015);8510;76;3;;;
;;;;;;;;Alexsandr Kallus;8540;65;5;;;
;;;;;;;;Witches of the Mist;8558;92;1;;;
;;;;;;;;Jyn Erso;8565;103;3;;;
;;;;;;;;ARC Troopers (episódio);8582;87;2;;;
;;;;;;;;Marcas da Guerra: Fim do Império;8584;51;0;;;
;;;;;;;;The Academy (episódio);8594;75;1;;;
;;;;;;;;C-3PO;8702;117;9;;;
;;;;;;;;Counterattack;8704;73;1;;;
;;;;;;;;The Zillo Beast Strikes Back;8707;64;1;;;
;;;;;;;;Ghosts of Mortis;8717;65;1;;;
;;;;;;;;O Grande Inquisidor;8718;56;4;;;
;;;;;;;;Phineas e Ferb: Star Wars;8726;11;2;;;
;;;;;;;;Legacy of Terror;8744;62;1;;;
;;;;;;;;Nave de Combate;8748;78;1;;;
;;;;;;;;Planeta;8758;55;1;;;
;;;;;;;;Weapons Factory;8765;45;1;;;
;;;;;;;;Ian McDiarmid;8802;70;1;;;
;;;;;;;;Shadow Warrior;8802;82;1;;;
;;;;;;;;Overlords;8822;66;1;;;
;;;;;;;;Forces of Destiny: Primeira Temporada;8822;65;2;;;
;;;;;;;;Cavaleiro Jedi;8826;79;1;;;
;;;;;;;;Caça estelar N-1;8858;84;0;;;
;;;;;;;;Amilyn Holdo;8906;115;4;;;
;;;;;;;;Batalha de Endor;8914;111;0;;;
;;;;;;;;Star Wars Rebels: Primeira Temporada;8931;71;1;;;
;;;;;;;;The Unknown;8944;92;1;;;
;;;;;;;;Forças Armadas da Aliança;8949;157;1;;;
;;;;;;;;Star Wars: Dark Forces;8969;113;3;;;
;;;;;;;;Lado luminoso da Força;8980;94;2;;;
;;;;;;;;A Resistência Renasce;8991;170;1;;;
;;;;;;;;Senate Murders;8996;62;1;;;
;;;;;;;;Marcas da Guerra: Dívida de Honra;9096;138;1;;;
;;;;;;;;The Call;9109;40;2;;;
;;;;;;;;Galaxy Guide 7: Mos Eisley;9186;141;1;;;
;;;;;;;;Kashyyyk;9192;103;4;;;
;;;;;;;;Children of the Force;9198;69;1;;;
;;;;;;;;Cato Neimoidia;9202;92;2;;;
;;;;;;;;Caça estelar de superioridade espacial TIE/ln;9218;77;1;;;
;;;;;;;;Droide;9226;49;1;;;
;;;;;;;;R2 Come Home;9234;84;1;;;
;;;;;;;;Star Wars: Invasão;9247;132;1;;;
;;;;;;;;Shades of Reason;9284;62;1;;;
;;;;;;;;Cruzador;9285;91;1;;;
;;;;;;;;The Disappeared_ Part II;9290;49;1;;;
;;;;;;;;Point of No Return;9296;64;1;;;
;;;;;;;;Marvel Star Wars;9300;157;1;;;
;;;;;;;;Setembro;9308;144;1;;;
;;;;;;;;Crait;9347;65;2;;;
;;;;;;;;Blood Sisters;9357;45;1;;;
;;;;;;;;Citadel Rescue;9382;92;1;;;
;;;;;;;;Plan of Dissent;9389;52;1;;;
;;;;;;;;Heroes on Both Sides;9430;103;1;;;
;;;;;;;;"Pirates &amp; Privateers";9450;196;1;;;
;;;;;;;;Pursuit of Peace;9453;83;1;;;
;;;;;;;;Star Wars: O Arquivo Rebelde;9473;291;0;;;
;;;;;;;;Brain Invaders;9538;63;1;;;
;;;;;;;;Duelo de sabre de luz;9584;95;2;;;
;;;;;;;;The Citadel;9610;82;1;;;
;;;;;;;;Fugitive;9615;60;1;;;
;;;;;;;;Thank the Maker;9635;105;1;;;
;;;;;;;;George Lucas;9638;34;3;;;
;;;;;;;;Fantasma;9648;39;1;;;
;;;;;;;;Batalha de Takodana;9652;87;3;;;
;;;;;;;;Asajj Ventress;9653;88;10;;;
;;;;;;;;Star Wars: Forces of Destiny;9675;40;1;;;
;;;;;;;;Always Two There Are;9683;49;1;;;
;;;;;;;;The Protector of Concord Dawn;9695;75;1;;;
;;;;;;;;Ordem 66;9712;91;1;;;
;;;;;;;;Lista de publicações no Brasil;9741;285;2;;;
;;;;;;;;Star Wars Episódio VIII: Os Últimos Jedi: Edição Expandida;9752;218;1;;;
;;;;;;;;Maio;9796;151;1;;;
;;;;;;;;Livro dos Sith: Segredos do Lado Negro;9808;80;2;;;
;;;;;;;;Incursor Tusken;9813;94;3;;;
;;;;;;;;Legends of the Lasat;9850;58;2;;;
;;;;;;;;Crepúsculo;9850;80;1;;;
;;;;;;;;Estrela;9856;111;1;;;
;;;;;;;;Primeiro sabre de luz de Anakin Skywalker;9864;90;1;;;
;;;;;;;;Jogo eletrônico;9875;173;2;;;
;;;;;;;;Cerca a D'Qar;9885;83;0;;;
;;;;;;;;The Zillo Beast;9899;59;1;;;
;;;;;;;;Padawan;9903;69;1;;;
;;;;;;;;Regiões Desconhecidas;9976;132;1;;;
;;;;;;;;Estação espacial;9982;114;1;;;
;;;;;;;;Mustafar;10009;115;3;;;
;;;;;;;;Star Wars: Darth Plagueis;10015;66;2;;;
;;;;;;;;Império Negro;10049;113;1;;;
;;;;;;;;Comics Star Wars;10063;397;1;;;
;;;;;;;;Stealth Strike;10088;51;1;;;
;;;;;;;;Poggle o Menor;10096;97;5;;;
;;;;;;;;Cat and Mouse;10117;52;1;;;
;;;;;;;;Altar of Mortis (episódio);10125;52;1;;;
;;;;;;;;The Future of the Force;10218;51;1;;;
;;;;;;;;Coruscant Nights III: Patterns of Force;10230;184;1;;;
;;;;;;;;Cristal kyber;10235;100;1;;;
;;;;;;;;Trilogia Thrawn;10263;10;1;;;
;;;;;;;;Nomad Droids;10294;89;1;;;
;;;;;;;;Bombardeiro;10317;111;1;;;
;;;;;;;;Qui-Gon Jinn;10393;78;4;;;
;;;;;;;;Novembro;10518;168;1;;;
;;;;;;;;Shmi Skywalker Lars;10529;116;6;;;
;;;;;;;;Sombras do Império (romance);10536;152;3;;;
;;;;;;;;CC-1004;10585;130;1;;;
;;;;;;;;Resoluta (classe Venator);10608;80;2;;;
;;;;;;;;Hiperpropulsor;10617;116;2;;;
;;;;;;;;Pirata;10685;98;0;;;
